track_id,duration_s,rms_mean,rms_std,zcr_mean,zcr_std,centroid_mean,centroid_std,bandwidth_mean,bandwidth_std,rolloff_mean,rolloff_std,flatness_mean,flatness_std,mfcc1_mean,mfcc1_std,mfcc2_mean,mfcc2_std,mfcc3_mean,mfcc3_std,mfcc4_mean,mfcc4_std,mfcc5_mean,mfcc5_std,mfcc6_mean,mfcc6_std,mfcc7_mean,mfcc7_std,mfcc8_mean,mfcc8_std,mfcc9_mean,mfcc9_std,mfcc10_mean,mfcc10_std,mfcc11_mean,mfcc11_std,mfcc12_mean,mfcc12_std,mfcc13_mean,mfcc13_std,chroma1_mean,chroma1_std,chroma2_mean,chroma2_std,chroma3_mean,chroma3_std,chroma4_mean,chroma4_std,chroma5_mean,chroma5_std,chroma6_mean,chroma6_std,chroma7_mean,chroma7_std,chroma8_mean,chroma8_std,chroma9_mean,chroma9_std,chroma10_mean,chroma10_std,chroma11_mean,chroma11_std,chroma12_mean,chroma12_std
050264,30.0000,0.1942,0.0521,0.0964,0.0195,1602.6404,413.6949,1755.6797,339.5961,3298.0327,1194.0209,0.0122,0.0144,-65.0262,60.3033,96.7794,28.8973,-16.5795,12.7202,3.3387,9.7292,8.8416,8.3100,8.6846,8.7831,5.1515,7.6408,1.2501,9.4608,3.2039,9.7135,1.2846,8.4192,2.3004,8.2160,6.6609,6.8421,0.5009,6.8330,0.5836,0.3568,0.2847,0.1891,0.3823,0.2448,0.4123,0.3444,0.3133,0.1800,0.2622,0.2510,0.2790,0.2742,0.3807,0.2535,0.2898,0.2987,0.3234,0.3112,0.2697,0.1593,0.4776,0.2829
050272,29.9770,0.3081,0.0476,0.0737,0.0275,1467.6880,490.2733,1777.7068,387.9876,3344.2086,1250.5207,0.0214,0.0303,-26.5472,55.6004,101.9239,28.0347,12.6889,18.1886,30.6451,17.9838,2.3544,10.8481,5.6467,9.5093,2.5907,7.2574,2.7130,8.0259,12.8305,8.8083,4.3410,7.5841,3.4437,9.2178,2.3974,8.7202,-1.3306,7.7212,0.2742,0.2121,0.2018,0.1935,0.3499,0.3304,0.3106,0.2020,0.5071,0.3447,0.3845,0.2553,0.3358,0.2546,0.5100,0.3577,0.3454,0.2439,0.3479,0.3262,0.3076,0.2272,0.4638,0.3242
050276,30.0000,0.1703,0.0641,0.0892,0.0481,1475.5314,585.4864,1709.7271,380.7621,3023.3126,1335.8339,0.0121,0.0187,-102.9241,68.2301,104.7726,30.1719,15.7109,28.0393,23.6650,21.2278,-0.4253,16.9547,0.0188,13.7925,2.6023,13.0184,-13.6935,13.8451,0.4013,10.8736,-0.2716,9.1269,-9.1287,8.8448,-2.9969,9.7585,-7.0632,9.1956,0.1837,0.1962,0.1854,0.2767,0.1603,0.2056,0.2899,0.2511,0.5281,0.3682,0.3796,0.2765,0.4205,0.3625,0.2648,0.2724,0.2434,0.2847,0.2369,0.2866,0.2222,0.2134,0.3696,0.3296
050283,29.9770,0.0830,0.0556,0.1013,0.0411,1764.2122,439.5038,1908.9691,272.5105,3732.9826,996.6202,0.0188,0.0237,-183.6938,78.3568,75.8041,26.3375,-6.2142,32.3624,8.7822,28.6870,-1.4554,14.8098,4.1045,16.0675,7.4226,13.9788,-7.3477,17.4880,10.5662,15.0853,0.1589,10.2761,-8.0194,10.4376,-4.0832,7.9427,-6.7506,9.3970,0.2188,0.2480,0.1775,0.2179,0.2077,0.2531,0.1970,0.2143,0.3483,0.3631,0.2300,0.2217,0.3839,0.3225,0.5085,0.3816,0.3363,0.2842,0.3205,0.3447,0.2500,0.2503,0.3667,0.3704
050323,30.0000,0.0089,0.0184,0.1652,0.0688,1635.3107,463.8697,1291.4260,219.1766,2884.8114,752.4671,0.0090,0.0094,-462.7817,98.2191,52.1209,27.4543,-19.1351,38.7263,10.9601,12.9530,-17.5520,20.9673,-18.5627,11.6438,-11.5527,12.5090,-10.5389,7.1477,-12.7448,8.2051,-21.0693,10.7242,-12.6520,11.2261,-3.5273,10.7010,-5.0011,9.7851,0.5085,0.2862,0.5017,0.3889,0.3690,0.2986,0.2527,0.2598,0.1763,0.1971,0.2038,0.2702,0.1734,0.1595,0.1801,0.1707,0.1282,0.1324,0.1643,0.1456,0.3288,0.2958,0.6050,0.3586
050444,30.0000,0.2790,0.0212,0.1165,0.0274,2028.5965,279.4379,1978.3534,167.5132,4100.7379,619.3899,0.0367,0.0168,14.1087,17.4479,63.1398,15.0924,6.6507,9.3412,56.0565,10.6116,5.6903,6.0852,-7.6312,4.6588,2.6271,5.1149,-5.3532,4.6897,-6.4678,5.0443,-3.0129,4.3017,-1.8295,4.1992,-7.3671,4.3291,-11.3795,4.1853,0.4079,0.3318,0.3686,0.2494,0.3705,0.3263,0.2735,0.1751,0.4519,0.2880,0.4468,0.3377,0.3075,0.2056,0.4460,0.3528,0.3332,0.2204,0.3958,0.3459,0.2622,0.2169,0.2614,0.2195
050445,30.0000,0.2852,0.0218,0.1094,0.0286,1927.0485,277.6175,1894.6206,174.0557,3871.7934,526.8336,0.0299,0.0180,8.0392,19.5593,67.4102,15.8341,2.2018,9.6507,58.5890,12.0952,3.7389,6.7836,-6.5798,5.1909,2.8109,5.6401,-4.8558,4.4589,-6.5796,4.2951,-4.9883,4.3553,-2.6950,4.1019,-8.0265,4.4745,-12.6202,4.4970,0.2430,0.1867,0.5065,0.3499,0.3485,0.2876,0.2380,0.1683,0.4437,0.3108,0.3052,0.2034,0.2763,0.2984,0.1827,0.1595,0.2643,0.1768,0.6067,0.3773,0.3298,0.2065,0.1716,0.1566
050446,29.9770,0.2639,0.0259,0.1081,0.0350,1768.3578,332.2109,1794.3103,245.3601,3558.8147,754.6995,0.0265,0.0176,-9.7012,54.2770,78.2846,17.4137,-3.6133,16.9723,54.1417,17.4630,3.5849,8.7619,-5.5885,7.4994,3.8302,6.8737,-2.7781,5.3133,-4.1344,6.3904,-1.2385,5.9315,-1.2748,5.7830,-6.5540,5.4930,-9.3103,5.6945,0.2615,0.2316,0.2787,0.2281,0.4157,0.3355,0.3793,0.2162,0.6215,0.3535,0.4554,0.2580,0.3067,0.2428,0.3903,0.3509,0.3380,0.2800,0.2970,0.2780,0.2380,0.2065,0.3297,0.2906
050447,30.0000,0.2629,0.0168,0.1237,0.0327,1925.2556,232.6636,1933.6112,143.7005,3890.1503,507.3652,0.0231,0.0126,-11.8482,25.5713,65.9408,12.7880,6.1614,12.5603,50.9258,11.3947,5.4682,5.9636,-5.1180,5.9525,5.6703,5.4996,-2.7916,4.5616,-6.2199,4.7795,-3.7893,4.6150,-3.5361,5.0003,-8.9690,5.0979,-12.5227,5.7875,0.2461,0.2217,0.2899,0.3128,0.1961,0.1714,0.3114,0.1961,0.7736,0.3088,0.3829,0.2243,0.1352,0.1772,0.1103,0.1343,0.2084,0.2605,0.2031,0.2564,0.1607,0.1599,0.3222,0.3073
050448,30.0000,0.2837,0.0428,0.0932,0.0344,1824.7519,271.1622,1892.5844,142.5237,3726.9540,474.4287,0.0235,0.0160,-13.1610,36.9399,68.2329,13.4769,5.1681,10.4945,57.8311,12.2858,6.7628,6.0898,-6.9944,4.8304,4.2436,5.3446,-3.9287,5.4640,-5.8876,5.3225,-3.4855,5.5866,-2.0044,4.4236,-7.1849,4.1464,-11.2960,3.9830,0.2586,0.2382,0.3238,0.3508,0.1883,0.1821,0.2318,0.1791,0.4793,0.3857,0.2977,0.2179,0.2028,0.2662,0.1707,0.1765,0.2784,0.2356,0.5379,0.3538,0.3934,0.2652,0.3277,0.3244
050449,29.9770,0.0730,0.0610,0.0441,0.0464,1106.8144,660.3772,1595.9012,444.5977,2304.7959,1601.8463,0.0077,0.0193,-274.8633,106.4317,112.3577,35.4585,23.4831,26.8338,30.9754,19.6700,24.2253,17.4203,8.3187,15.6300,-1.3558,14.5697,0.1771,14.0232,0.7504,12.2822,5.8060,10.2556,2.5270,9.4215,-0.7207,8.0764,3.4615,7.8112,0.4746,0.3027,0.4563,0.2946,0.3845,0.2669,0.3745,0.2715,0.3826,0.2890,0.4955,0.3705,0.4244,0.3234,0.4686,0.3399,0.5351,0.3776,0.4191,0.2922,0.3914,0.2893,0.4180,0.2771
050539,29.9770,0.2498,0.0234,0.1822,0.0478,2130.1999,146.6042,1669.1384,189.6765,3870.0890,132.6662,0.0475,0.0198,32.8419,18.2995,70.7531,7.8404,-36.6826,27.3571,41.9085,6.4138,-17.5613,11.7210,14.4715,5.2965,-3.8148,6.7707,-11.2793,7.7430,2.1173,4.1422,-13.9450,6.4744,-5.5680,3.9589,-6.2174,4.7048,-9.3957,4.9136,0.4529,0.2206,0.3446,0.1891,0.2086,0.0994,0.3085,0.1285,0.7122,0.2774,0.4704,0.2131,0.3323,0.1464,0.4910,0.3129,0.3934,0.1256,0.6498,0.2952,0.4420,0.1500,0.4034,0.1950
050543,29.9770,0.2232,0.0133,0.1778,0.0220,2087.2263,142.5466,1771.2872,83.1214,3890.5916,232.8680,0.0780,0.0225,42.1206,9.1341,73.3652,8.5524,-19.8850,7.1754,37.9568,6.7732,-12.0329,4.9905,2.5483,4.9981,2.0816,5.1882,-1.3824,4.7492,-7.0390,4.6261,-5.4714,4.5555,-1.4870,4.5147,-0.7834,4.4163,-2.6627,4.4573,0.5461,0.2320,0.5548,0.2380,0.5883,0.2197,0.5634,0.2626,0.4599,0.2115,0.5715,0.2561,0.4781,0.1976,0.5449,0.2177,0.5814,0.2688,0.5132,0.1851,0.6230,0.2946,0.4528,0.1508
050752,29.9770,0.2940,0.0943,0.1855,0.0977,2502.6337,559.4299,2119.6302,215.5270,5076.0155,773.7978,0.1056,0.0697,38.7676,64.6663,47.7276,26.8654,-6.5265,20.4064,18.6968,15.4752,8.0185,11.3719,14.9755,8.9234,8.5265,8.2448,8.9621,7.2671,2.3854,5.8595,2.0944,5.9298,2.5214,6.0554,1.4668,5.7412,-5.0137,5.6326,0.5988,0.2626,0.5987,0.2435,0.6053,0.2557,0.5378,0.2649,0.4267,0.2328,0.4585,0.2656,0.4790,0.2599,0.4665,0.2382,0.4839,0.2465,0.4923,0.2695,0.5133,0.2778,0.5334,0.2608
050753,30.0000,0.3737,0.0499,0.1216,0.0502,2382.4057,362.0511,2342.8472,145.1187,5438.4495,539.5381,0.0838,0.0366,61.3380,41.4452,59.4092,16.4821,17.8861,11.4920,19.4131,10.7493,9.8631,7.5240,10.5426,6.8496,10.5277,5.6301,9.6925,6.4107,4.5435,5.6895,0.9924,4.3405,0.7534,4.6488,3.7678,4.7039,-2.1580,5.0882,0.6530,0.2381,0.6816,0.2289,0.6529,0.2329,0.5661,0.2341,0.5247,0.2319,0.4947,0.2220,0.5552,0.2437,0.5181,0.1995,0.5691,0.1981,0.6500,0.2291,0.6585,0.2114,0.6912,0.2306
050754,30.0000,0.2513,0.1355,0.1564,0.0921,2419.4644,548.1661,2155.3679,377.5404,5080.5071,1127.9792,0.0867,0.0863,-17.4473,103.5374,48.2956,26.7796,-7.2246,39.4071,9.6264,14.7376,3.2521,15.7951,4.2858,17.5801,1.0080,18.2804,3.0054,13.4834,-0.7110,12.7543,5.2741,13.2136,-0.6885,5.7920,3.0230,7.6689,-0.0499,7.8523,0.5311,0.3076,0.5914,0.3052,0.5504,0.3075,0.4687,0.3085,0.4155,0.2637,0.4417,0.2947,0.3985,0.2748,0.3778,0.2464,0.4498,0.2783,0.5006,0.3129,0.5229,0.3021,0.5384,0.3331
050836,30.0000,0.7082,0.0616,0.0889,0.0243,1754.1859,271.7267,1971.6842,147.8180,3984.3917,601.8815,0.0463,0.0241,123.0396,14.3426,88.0518,14.2390,5.5143,5.7106,27.2356,4.4252,11.6086,4.1389,8.4419,4.3867,0.6891,3.2771,4.3267,4.0702,-1.6988,3.4434,-0.9836,3.5988,0.3298,3.6151,3.2584,3.5097,-2.0173,3.2415,0.7190,0.2374,0.6014,0.2339,0.4635,0.2259,0.3793,0.1713,0.5440,0.2181,0.6674,0.2687,0.5229,0.1967,0.4262,0.1851,0.5107,0.2249,0.5229,0.2229,0.4913,0.2074,0.6501,0.2378
050952,30.0000,0.1476,0.0529,0.0614,0.0230,1107.5924,291.8781,1463.6679,242.6491,2271.0804,775.2435,0.0016,0.0028,-168.4081,70.7663,102.2826,19.2982,11.0810,13.7750,34.0356,12.1634,6.1920,12.9548,6.2279,9.1160,-7.6695,7.6597,-1.6249,8.4892,-6.6783,8.5343,-9.8247,7.8850,-7.6056,10.2304,-12.9600,9.5211,-10.2907,10.1770,0.1421,0.2018,0.1114,0.1219,0.1883,0.2787,0.1461,0.1418,0.3116,0.3225,0.3088,0.3132,0.4041,0.3387,0.2571,0.3134,0.2225,0.2433,0.3554,0.3757,0.1745,0.1928,0.2292,0.3406
050955,29.9890,0.0433,0.0240,0.0909,0.0239,1319.2260,147.9506,1476.1434,129.5063,2679.8291,364.7355,0.0056,0.0036,-228.2002,40.4289,114.6879,12.4044,-9.5353,7.3357,25.0289,13.0890,-9.1620,5.4433,1.5451,5.6714,-6.3194,5.3336,-0.0807,6.2964,-11.3903,5.5594,-5.3949,7.1100,-5.4624,7.6208,-3.0208,8.7159,-0.6836,6.8154,0.5020,0.4034,0.2003,0.1405,0.3239,0.3818,0.1581,0.1236,0.2940,0.3294,0.0652,0.0736,0.0681,0.0734,0.2698,0.3069,0.1587,0.1072,0.4463,0.4087,0.1476,0.1019,0.2105,0.1802
050956,30.0000,0.0900,0.0485,0.0847,0.0381,1322.6996,266.3310,1569.7879,136.8559,2839.5522,499.1467,0.0057,0.0042,-157.5195,47.7215,107.9705,16.8424,-7.5014,13.1517,33.6829,8.2301,1.2365,5.7300,10.7222,6.7337,6.1716,5.7809,10.3313,6.4150,9.0591,5.0348,7.4419,6.6902,2.3972,7.1254,3.1440,6.5433,0.3331,7.0727,0.3853,0.2736,0.2060,0.1653,0.2095,0.1820,0.2890,0.2282,0.5644,0.3515,0.2814,0.1992,0.3804,0.3005,0.4096,0.3019,0.3622,0.2823,0.3113,0.3078,0.2537,0.1731,0.6037,0.3352
051004,30.0000,0.0566,0.0453,0.0508,0.0381,1310.0356,518.1031,1737.9530,348.4140,2896.5468,1373.0909,0.0193,0.0295,-261.5223,98.6673,99.5807,23.0808,13.4901,24.2464,25.7743,13.2556,22.5534,14.3338,20.8400,11.7303,1.0483,9.5346,2.4422,9.4513,-0.9347,10.4794,0.8506,8.0187,-1.8161,7.9586,-0.4625,7.4682,-5.3594,7.2113,0.3456,0.2111,0.4449,0.3289,0.3312,0.2082,0.3990,0.3069,0.4503,0.2933,0.4292,0.2842,0.5056,0.3376,0.6200,0.3238,0.5360,0.3197,0.4024,0.2998,0.3870,0.2574,0.3431,0.2335
051005,29.9770,0.1481,0.0600,0.0254,0.0148,993.9150,638.3667,1628.3484,525.4864,2154.5241,2005.8419,0.0122,0.0268,-210.3657,110.2808,114.3145,27.1323,48.0022,14.7153,31.7429,12.7230,22.9704,12.1931,14.4429,9.3553,10.6142,8.0158,9.3401,7.6886,8.9353,8.0858,8.1419,6.9511,-0.1157,6.4597,5.9770,6.1260,3.2239,6.6667,0.5079,0.2523,0.4864,0.2716,0.5151,0.2844,0.4353,0.2685,0.4177,0.3116,0.4083,0.3056,0.4645,0.3448,0.4525,0.3184,0.4089,0.3011,0.3281,0.2208,0.4248,0.2270,0.6600,0.3236
051006,29.9890,0.1927,0.0867,0.0794,0.0469,2104.4660,679.0102,2165.3580,278.1177,4720.1159,1195.7413,0.0369,0.0495,-94.7712,83.3668,57.2335,28.3311,15.5219,22.5090,20.7841,11.3217,10.6105,8.9686,11.3311,9.6384,6.0959,9.4478,8.8364,9.3103,4.3624,9.5432,8.7313,7.7693,7.6022,9.5483,3.1393,8.0348,0.6162,8.5761,0.5167,0.3409,0.5649,0.3245,0.6382,0.3208,0.5020,0.3225,0.3061,0.2554,0.2579,0.2626,0.1869,0.1914,0.1612,0.2284,0.1683,0.1916,0.2818,0.2915,0.3219,0.2600,0.4149,0.3187
051111,29.9770,0.1884,0.0275,0.0222,0.0062,654.0986,267.6640,1166.1706,319.4741,1188.3588,861.6893,0.0018,0.0027,-179.0320,56.4101,147.2820,29.4113,31.7070,16.5211,46.0872,17.0905,10.2531,14.0614,29.8293,12.0702,12.3149,11.0985,-0.8935,9.4824,-0.2410,9.3314,-2.5758,7.2267,-3.2150,8.2926,0.7843,6.8735,-0.4234,5.0749,0.4377,0.2337,0.4253,0.2451,0.5342,0.2729,0.4435,0.2365,0.4881,0.2491,0.6219,0.2915,0.5395,0.2691,0.4091,0.1885,0.4167,0.2271,0.4593,0.2134,0.7302,0.3102,0.5925,0.2599
051112,30.0000,0.2095,0.0485,0.0616,0.0362,1562.1066,669.9341,2049.6743,603.8146,3980.7936,2178.3003,0.0040,0.0062,-167.1494,67.0115,110.6864,38.8386,45.5031,34.4336,29.9499,29.5205,10.5365,28.6814,10.9343,19.9950,11.6574,19.9556,-6.0695,16.8329,18.1349,16.5417,-2.0798,17.6671,10.1467,14.5753,0.3409,13.5863,-0.3641,14.1629,0.2962,0.2563,0.2893,0.2511,0.3242,0.3059,0.3167,0.2836,0.3700,0.2946,0.4578,0.3339,0.5038,0.3337,0.4765,0.3160,0.4673,0.3218,0.4558,0.3155,0.3782,0.2927,0.3230,0.3188
051113,30.0000,0.0533,0.0263,0.0168,0.0095,708.0887,418.7380,1239.2437,321.6969,1432.3028,1278.6860,0.0037,0.0094,-387.0762,80.8173,100.2633,21.7863,38.2932,28.9276,73.1100,20.8281,13.4717,17.1430,32.8516,13.1726,21.3661,14.4757,5.5116,11.3643,13.0651,10.6956,4.6990,10.2522,0.2327,9.8094,6.1077,8.2714,0.1969,7.9557,0.5930,0.2653,0.5485,0.2686,0.5949,0.2944,0.6784,0.3436,0.6286,0.3003,0.5783,0.2692,0.5221,0.2716,0.4844,0.2626,0.4639,0.2340,0.5335,0.2461,0.6786,0.2445,0.6915,0.2606
051114,29.9770,0.0352,0.0124,0.1204,0.1052,1647.6431,926.3351,1267.9024,435.8677,2867.6377,1472.6406,0.0246,0.0338,-298.5097,121.7690,101.6939,84.5891,-34.9648,39.9618,36.6096,29.0361,0.3229,20.6371,17.0145,18.9593,12.1780,18.9441,1.3374,13.4419,0.2955,13.3669,4.3394,12.4788,4.9263,12.1241,3.7709,13.5807,1.7842,10.9408,0.4155,0.3359,0.4232,0.3233,0.5135,0.3371,0.5148,0.3139,0.4527,0.3208,0.4460,0.3263,0.3897,0.3114,0.3331,0.2736,0.3436,0.2813,0.4070,0.3305,0.4321,0.3596,0.4425,0.3727
051115,30.0000,0.0647,0.0504,0.0410,0.0319,2879.0590,1636.1902,2376.6218,801.4102,5356.2517,2526.7030,0.0290,0.0553,-343.7976,73.6457,12.4701,57.1456,37.3071,31.8554,33.5884,23.8611,55.4844,24.3408,23.9954,21.1846,25.8255,17.1483,20.2540,13.1302,16.1126,19.1934,5.0395,13.0752,13.9468,13.3881,9.6566,13.5125,8.0084,9.0871,0.3732,0.2852,0.3350,0.2876,0.3341,0.2768,0.3478,0.2800,0.4212,0.3477,0.4151,0.3252,0.3752,0.2835,0.3533,0.2364,0.5638,0.3036,0.6233,0.3352,0.4983,0.3434,0.4474,0.3335
051117,29.9770,0.0131,0.0146,0.1027,0.0715,1037.8324,608.1816,1017.0615,314.4055,1513.4905,1025.0937,0.0013,0.0029,-469.1556,50.5649,85.6367,40.3523,5.8281,41.0225,-0.0788,39.8040,-5.7614,22.4685,3.4922,19.3834,4.5704,18.4348,-7.8693,15.4443,-6.0704,14.1503,-2.2968,9.8549,0.7935,8.7685,3.5139,8.9786,-1.1303,8.6015,0.2278,0.3088,0.2072,0.2082,0.5913,0.4149,0.1996,0.1955,0.0813,0.1544,0.1146,0.1538,0.3022,0.3672,0.1235,0.2092,0.1310,0.1606,0.4044,0.3742,0.1522,0.1732,0.1757,0.2586
051118,30.0000,0.0042,0.0027,0.1644,0.0764,2328.3492,826.8107,1885.8346,378.4320,4381.3300,1613.7755,0.0061,0.0098,-567.0494,86.0472,39.8352,43.5292,-6.6936,20.8656,-17.5024,15.1005,-32.2139,14.7704,-20.6105,11.1413,-7.3055,12.3718,9.1216,13.8387,36.8369,15.9975,29.2973,15.8325,11.1104,15.5080,-9.5443,15.4032,-5.8934,12.2653,0.1229,0.2451,0.0918,0.1745,0.0909,0.0771,0.4874,0.4244,0.1189,0.1163,0.0646,0.0830,0.2820,0.3957,0.1573,0.1074,0.4851,0.4539,0.0798,0.0691,0.0328,0.0499,0.0295,0.0481
051120,29.9770,0.1992,0.0547,0.1314,0.0336,1724.4823,280.8198,1702.0900,176.3574,3583.1860,587.5911,0.0217,0.0228,-30.4723,40.9002,83.2514,14.7371,-16.6139,14.0017,44.6945,11.9037,10.6524,7.1480,12.6303,7.3555,-12.8711,8.4350,5.7039,6.1343,-3.3605,6.7806,-8.7764,5.5005,-3.3505,5.4566,-5.2308,7.6171,-3.9616,7.1943,0.4338,0.3414,0.3199,0.1697,0.4864,0.3360,0.2138,0.1568,0.2402,0.1752,0.4253,0.2972,0.3407,0.2231,0.2946,0.2825,0.2465,0.1384,0.5798,0.3179,0.5303,0.3202,0.3869,0.2492
051157,30.0000,0.0808,0.0235,0.0196,0.0090,684.9651,284.1015,1356.2939,332.9472,1203.7413,824.8322,0.0015,0.0034,-291.8815,53.8517,123.1853,19.2446,22.1392,14.0129,30.3077,14.2988,26.4821,10.3081,24.3731,8.6949,18.4973,7.4877,24.6542,7.4029,23.0815,9.4867,19.0498,6.0723,12.7246,6.5129,7.2785,6.6609,7.0705,6.5743,0.4302,0.2393,0.2058,0.1905,0.2864,0.1633,0.5946,0.2880,0.6955,0.2942,0.6332,0.2730,0.3824,0.2535,0.2111,0.1984,0.1702,0.2019,0.1874,0.2154,0.4712,0.2464,0.6456,0.3213
051158,29.9770,0.0426,0.0134,0.0773,0.0428,1447.4504,346.8857,1630.9114,160.8482,3127.6514,732.9470,0.0120,0.0113,-223.2943,43.0004,101.5667,16.8851,-11.5045,12.6649,20.5079,14.3646,-8.7138,12.8327,17.7134,10.0631,1.2731,9.5566,25.3236,10.9615,15.5158,9.7956,15.9808,10.0381,5.7499,8.3455,10.0664,8.6062,-0.5597,9.5641,0.2159,0.2069,0.2970,0.2361,0.3903,0.2847,0.5331,0.3477,0.5249,0.3195,0.4303,0.3156,0.3709,0.3249,0.2780,0.2754,0.2658,0.2721,0.2821,0.2834,0.2428,0.2606,0.2020,0.2065
051203,30.0000,0.1061,0.0281,0.1332,0.0451,1951.0663,364.5672,1773.0636,275.6368,3643.6151,917.9462,0.0470,0.0391,-79.5556,43.9894,79.5850,23.6648,-25.9480,20.7266,19.3743,18.0517,8.5393,15.9037,-0.5086,13.0695,4.2945,11.5078,-0.5913,9.6139,0.1303,9.2112,7.6443,9.3593,6.3757,7.8522,3.8017,7.4706,7.4636,7.0274,0.3869,0.2527,0.3999,0.2749,0.3666,0.2592,0.3763,0.2617,0.4248,0.2536,0.5152,0.2766,0.5182,0.2922,0.4975,0.2962,0.5160,0.2996,0.5417,0.3158,0.4851,0.3016,0.4167,0.2676
051260,30.0000,0.1186,0.0555,0.0481,0.0220,1359.9254,702.6078,1805.9754,595.1939,3174.5985,2016.9501,0.0133,0.0215,-191.7041,88.5607,104.4117,41.0639,32.3628,25.2101,30.6757,19.2928,16.2520,13.2157,3.6548,12.7525,6.9497,10.3217,-3.3922,9.7314,-3.8846,9.8630,-0.0699,8.8496,3.2400,9.7327,-0.8938,9.1135,-1.5665,11.0255,0.2510,0.1907,0.4355,0.2724,0.6215,0.3453,0.3313,0.1868,0.3031,0.2674,0.3096,0.2495,0.4340,0.2969,0.3896,0.3323,0.3229,0.2328,0.5348,0.3797,0.3019,0.2177,0.3395,0.3195
051261,29.9770,0.0780,0.0490,0.1375,0.1023,2297.1185,1063.7061,2140.7537,414.7697,4779.8659,1828.8046,0.0971,0.1311,-156.4172,59.9141,65.4154,49.2029,24.0668,21.0731,21.5607,14.4496,12.4875,11.5779,7.0298,14.2586,7.8500,10.7438,9.8099,9.9574,2.9105,8.5822,3.1711,8.0356,-0.8318,7.8164,1.6177,7.9082,-1.9277,6.7012,0.6169,0.2711,0.4056,0.1998,0.4780,0.2712,0.4007,0.2707,0.4941,0.2806,0.4236,0.3036,0.5457,0.3005,0.6174,0.2514,0.4285,0.2437,0.4745,0.2786,0.4610,0.2214,0.7614,0.2413
051262,30.0000,0.1176,0.0264,0.0502,0.0306,1086.2875,618.2290,1515.1894,618.5318,2406.0418,1764.8090,0.0087,0.0174,-194.3582,96.3488,124.3250,50.6109,39.5179,19.2871,24.6268,15.0399,6.8340,10.8598,8.3198,8.6835,-1.8655,12.2482,6.2290,9.1752,11.9209,8.1228,3.1210,8.9873,-4.5502,9.7421,0.6800,6.2541,3.8288,7.6125,0.3734,0.2475,0.5164,0.2806,0.5811,0.2474,0.3299,0.1802,0.3465,0.2831,0.3481,0.2344,0.6353,0.2951,0.5101,0.3047,0.3340,0.2319,0.5098,0.3331,0.3464,0.1993,0.6089,0.3116
051263,29.9770,0.1350,0.0281,0.1287,0.0489,2516.0890,550.2057,2437.9404,271.6270,5665.1547,1036.3747,0.0528,0.0368,-75.1425,34.8818,48.7911,20.1924,28.8192,23.3379,21.1044,12.9877,13.4351,12.8358,3.9292,11.8202,4.2922,8.9637,5.6263,6.8248,0.5381,6.8088,-3.5127,7.7520,-1.4015,6.0372,3.4044,5.4718,1.1185,7.0012,0.2812,0.2534,0.4575,0.3275,0.5443,0.3637,0.2907,0.2409,0.2989,0.2942,0.2797,0.2252,0.4529,0.3324,0.3076,0.2545,0.3580,0.2476,0.5242,0.3241,0.3483,0.2612,0.4145,0.3248
051265,30.0000,0.1243,0.0279,0.0943,0.0332,1721.2133,279.5723,1794.1270,206.0857,3432.1445,614.9072,0.0192,0.0140,-94.5418,33.0206,83.7343,15.2328,-15.5771,11.7985,37.6664,10.7415,11.6361,9.0017,2.0427,8.7264,16.9191,6.9274,2.2767,7.0498,3.2721,6.0828,5.4096,6.3954,-0.5064,7.4163,3.0518,6.0789,2.4339,5.9215,0.3220,0.2408,0.4553,0.3048,0.4412,0.2390,0.5910,0.2866,0.5066,0.3225,0.4375,0.2778,0.5328,0.3251,0.3575,0.2369,0.3508,0.2552,0.2937,0.2222,0.4509,0.3147,0.5108,0.3080
051267,29.9770,0.0813,0.0323,0.0994,0.0392,1960.0555,524.8125,2148.2249,281.1615,4576.8827,1185.0635,0.0323,0.0324,-145.3175,47.1068,78.1259,20.0574,19.1303,11.9089,6.6397,14.5732,2.6478,11.3692,7.0058,11.3841,-3.0134,8.2221,-1.0579,7.7663,6.7216,7.5244,-3.3968,8.8507,-4.3184,8.1411,-5.6464,8.3311,-1.8519,7.4955,0.3716,0.3435,0.2364,0.2164,0.2942,0.3059,0.2011,0.1971,0.3447,0.2581,0.3496,0.2985,0.2507,0.2495,0.3070,0.2914,0.2900,0.1861,0.7388,0.3038,0.4644,0.2694,0.2791,0.2740
051268,30.0000,0.0802,0.0147,0.0810,0.0255,1517.3887,372.4336,1716.7364,313.4050,3465.7766,1034.0844,0.0108,0.0120,-152.9925,23.1552,100.5286,18.8061,-3.0395,14.5116,20.0753,10.1418,0.3664,8.4142,14.2074,10.3307,-26.6274,11.8554,-9.1043,6.1321,-8.8280,5.3099,-7.1852,6.1240,-11.2288,5.1381,-14.7646,5.8391,-18.5829,5.3220,0.5932,0.3737,0.2687,0.1762,0.3941,0.3798,0.2100,0.1817,0.4157,0.3630,0.2997,0.2787,0.2653,0.2596,0.3907,0.2797,0.1448,0.1135,0.0929,0.1619,0.0618,0.0699,0.2318,0.1455
